report_id,date_time,police_beat,street_no,street_dir,street_name,street_type,cross_st_dir,cross_st_name,cross_st_type,violation_section,violation_type,charge_desc,injured,killed,hit_run_lvl
187857,10/15/18 7:52,611,4600, ,NORTH HARBOR,DRIVE, , , ,21950A,VC,YIELD RIGHT OF WAY TO PEDESTRIANS,1,0,
187933,10/15/18 7:54,934,12100, ,CARMEL CREEK,ROAD, , , ,22350,VC,VIOLATION OF BASIC SPEED LAW SPEED UNSAFE FOR CONDITIONS,1,0,MISDEMEANOR
188687,10/15/18 7:54,122,4400, ,GRAND,AVENUE, , , ,21950A,VC,YIELD RIGHT OF WAY TO PEDESTRIANS,1,0,
188285,10/15/18 7:55,521,800, ,14TH,STREET, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,
187867,10/15/18 9:45,524,1300, ,COLUMBIA,STREET, , , ,21453A,VC,RED OR STOPVEHICLES STOP AT LIMIT LINE,1,0,
188127,10/15/18 9:50,314,2900, ,HEALTH CENTER,DRIVE, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,MISDEMEANOR
187918,10/15/18 10:33,613,4400, ,WEST POINT LOMA,BOULEVARD, , , ,21804,VC,ENTERING HWY FROM PRIVATE ROAD OR DRIVEWAY,1,0,
187984,10/15/18 11:50,626,3400, ,PRINGLE,STREET, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,
188206,10/15/18 13:20,813,3000, ,MADISON,AVENUE, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,MISDEMEANOR
187959,10/15/18 14:00,234,16900, ,VIA TAZON, , , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,MISDEMEANOR
187935,10/15/18 16:45,611,3300, ,ROSECRANS,STREET, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,MISDEMEANOR
188075,10/15/18 16:48,123,1400, ,VACATION,ROAD, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,MISDEMEANOR
187860,10/15/18 16:57,613,4300, ,WEST POINT LOMA,BOULEVARD, , , ,21801A,VC,LEFT TURN YIELD UNTIL SAFE OR U-TURN,1,0,
187854,10/15/18 17:00,833,3800, ,EUCLID,AVENUE, , , ,21800(D)(1),VC,APPROACHING INTERSECTION WITH INOPERATIVE SIGNALS.,1,0,
187869,10/15/18 17:08,122,2200, ,GRAND,AVENUE, , , ,21703,VC,FOLLOWING TOO CLOSELY,1,0,
187901,10/15/18 17:10,527,1000,W,LAUREL,STREET, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,MISDEMEANOR
187864,10/15/18 17:10,313,7300, ,OPPORTUNITY,ROAD, , , ,21804,VC,ENTERING HWY FROM PRIVATE ROAD OR DRIVEWAY,5,0,
187914,10/15/18 17:52,232,12400, ,CARMEL MTN,ROAD, , , ,23152A,VC,DUI ALCOHOL,0,0,
190425,10/15/18 17:59,234,15800, ,BERNARDO HEIGHTS,PARKWAY, , , ,21950B,VC,PEDESTRIAN NOT TO SUDDENLY ENTER PATH ETC,0,1,
187870,10/15/18 18:54,233,12300, ,BLACK MTN,ROAD, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,1,0,
187942,10/15/18 19:50,313,9200, ,CLAIREMONT MESA,BOULEVARD, , , ,21453C,VC,RED ARROWDO NOT ENTER INTERSECTION,1,0,
187845,10/15/18 20:10,832,4200, ,MARLBOROUGH,AVENUE, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,MISDEMEANOR
188063,10/15/18 21:00,122,1800, ,GRAND,AVENUE, , , ,21802A,VC,ENTRANCE FROM STOP THROUGH HIGHWAYYIELD UNTIL REASONABLY SAFE,3,0,
188189,10/15/18 21:30,517,3100, ,C,STREET, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,MISDEMEANOR
187878,10/15/18 21:50,311,3300, ,MURPHY CANYON,ROAD, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,1,0,
187908,10/16/18 0:01,313,9400, ,CLAIREMONT MESA,BOULEVARD, , , ,22106,VC,STARTING PARKED VEHICLES OR BACKING,0,0,MISDEMEANOR
187903,10/16/18 0:01,115,4500, ,LA JOLLA VILLAGE,DRIVE, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,MISDEMEANOR
187843,10/16/18 2:00,431,5300, ,ROSWELL,STREET, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,MISDEMEANOR
187897,10/16/18 2:57,512,20, ,25TH,STREET, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,MISDEMEANOR
187844,10/16/18 3:10,836,4500, ,REDWOOD,STREET, , , ,22350,VC,VIOLATION OF BASIC SPEED LAW SPEED UNSAFE FOR CONDITIONS,0,0,MISDEMEANOR
187896,10/16/18 3:45,813,3700, ,ALABAMA,STREET, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,MISDEMEANOR
188271,10/16/18 5:59,111,5500, ,WARHAWK,WAY, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,1,0,
188111,10/16/18 7:20,823,4100, ,COLLEGE,AVENUE, , , ,21804,VC,ENTERING HWY FROM PRIVATE ROAD OR DRIVEWAY,2,0,
187915,10/16/18 7:30,233,10800, ,CARMEL MTN,ROAD, , , ,21802A,VC,ENTRANCE FROM STOP THROUGH HIGHWAYYIELD UNTIL REASONABLY SAFE,2,0,
187909,10/16/18 8:00,327,4800, ,ROLANDO,COURT, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,MISDEMEANOR
188281,10/16/18 9:06,112,4100, ,GENESEE,AVENUE, , , ,21453A,VC,RED OR STOPVEHICLES STOP AT LIMIT LINE,2,0,
188291,10/16/18 11:10,521,1000, ,13TH,STREET, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,1,0,
187945,10/16/18 11:12,825,4100, ,ADAMS,AVENUE, , , ,21804,VC,ENTERING HWY FROM PRIVATE ROAD OR DRIVEWAY,2,0,
188261,10/16/18 11:22,314,0, ,COLLEGE MESA,DRIVE, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,MISDEMEANOR
18200073,10/16/18 11:39,531,1300, ,EL PRADO, , , , ,21235(C),VC,OPER MOTOR SCOOTER W/O HELMET (I),1,0,
187978,10/16/18 12:35,122,0, ,GARNET,AVENUE, ,MISSION BAY,DRIVE,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,1,0,
188175,10/16/18 14:09,242,0, ,FLANDERS,DRIVE, ,PARKDALE,AVENUE,21800A,VC,UNCONTROLLED INTERSECTIONYIELD TO FIRST VEHICLE WITHIN,1,0,
190317,10/16/18 14:10,821,6200, ,EL CAJON,BOULEVARD, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,MISDEMEANOR
187961,10/16/18 15:30,625,4000, ,WALLACE,STREET, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,MISDEMEANOR
187973,10/16/18 15:50,621,1500, ,ULRIC,STREET, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,1,0,
188020,10/16/18 16:54,512,800,S,30TH,STREET, , , ,21228,VC,PERSON OPERATING A MOTORIZED SCOOTER UPON A HIGHWAY,1,0,MISDEMEANOR
187911,10/16/18 19:18,451,1800, ,54TH,STREET, , , ,21703,VC,FOLLOWING TOO CLOSELY,0,0,MISDEMEANOR
187922,10/16/18 20:05,321,5000, ,WARING,ROAD, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,2,0,
187943,10/16/18 21:47,325,7800, ,LAURELRIDGE,ROAD, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,1,0,
187906,10/16/18 22:00,115,9800, ,GENESEE,AVENUE, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,MISDEMEANOR
187948,10/16/18 23:32,437,1700, ,OLAMAR,WAY, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,
187940,10/17/18 0:01,615,1400, ,LOCUST,STREET, , , ,22350,VC,VIOLATION OF BASIC SPEED LAW SPEED UNSAFE FOR CONDITIONS,0,0,MISDEMEANOR
188086,10/17/18 1:49,326,0, ,CAM DEL RIO SOUTH, , ,FAIRMOUNT,AVENUE,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,MISDEMEANOR
187905,10/17/18 4:10,615,3000, ,NIMITZ,BOULEVARD, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,MISDEMEANOR
188626,10/17/18 4:46,451,2000, ,54TH,STREET, , , ,21954A,VC,PEDESTRIANS OUTSIDE CROSSWALKS,0,1,
18200075,10/17/18 5:45,832,4200, ,UNIVERSITY,AVENUE, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,1,0,
187966,10/17/18 9:34,115,4200, ,DECORO,STREET, , , ,21453A,VC,RED OR STOPVEHICLES STOP AT LIMIT LINE,1,0,
187967,10/17/18 9:44,114,4400, ,CLAIREMONT MESA,BOULEVARD, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,1,0,
188282,10/17/18 10:50,313,3800, ,KEARNY VILLA,ROAD, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,
187975,10/17/18 11:22,321,5900, ,MISSION GORGE,ROAD, , , ,21453A,VC,RED OR STOPVEHICLES STOP AT LIMIT LINE,1,0,
187969,10/17/18 11:52,324,6400, ,LAKE ARROWHEAD,DRIVE, , , ,21453A,VC,RED OR STOPVEHICLES STOP AT LIMIT LINE,4,0,
187927,10/17/18 12:00,622,5200, ,LOVELOCK,STREET, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,MISDEMEANOR
18200076,10/17/18 12:04,832,4100, ,FAIRMOUNT,AVENUE, , , ,21451A,VC,SIGNAL LIGHTS:CIRCULAR GREEN (I),2,0,
187936,10/17/18 12:40,315,800, ,CAM DE LA REINA, , , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,MISDEMEANOR
187950,10/17/18 12:58,122,1600, ,LA MANCHA,DRIVE, , , ,22350,VC,VIOLATION OF BASIC SPEED LAW SPEED UNSAFE FOR CONDITIONS,1,0,
188110,10/17/18 13:44,712,500,E,SAN YSIDRO,BOULEVARD, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,1,0,
188348,10/17/18 14:20,624,1900, ,POLK,AVENUE, , , ,22350,VC,VIOLATION OF BASIC SPEED LAW SPEED UNSAFE FOR CONDITIONS,1,0,
187980,10/17/18 15:23,315,2400, ,NORTHSIDE,DRIVE, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,2,0,
187934,10/17/18 18:20,934,0, ,VISTA SORRENTO,PARKWAY, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,MISDEMEANOR
187981,10/17/18 19:36,527,900,W,GRAPE,STREET, , , ,21235(G),VC,OPERATE MOTORIZED SCOOTER UPON A SIDEWALK,1,0,
187968,10/17/18 19:38,623,2400, ,HOTEL CIRCLE,PLACE, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,1,0,
187977,10/17/18 21:05,122,3600, ,RIVIERA,DRIVE, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,1,0,
188454,10/17/18 22:00,813,3000, ,EL CAJON,BOULEVARD, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,MISDEMEANOR
187949,10/17/18 22:30,242,11300, ,MAYA LINDA,ROAD, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,1,0,
188040,10/17/18 22:55,521,400, ,15TH,STREET, , , ,21802A,VC,ENTRANCE FROM STOP THROUGH HIGHWAYYIELD UNTIL REASONABLY SAFE,0,0,
188039,10/17/18 23:59,931,9200, ,SCRANTON,ROAD, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,
187957,10/18/18 0:01,323,6300, ,RIDGE MANOR,AVENUE, , , ,22350,VC,VIOLATION OF BASIC SPEED LAW SPEED UNSAFE FOR CONDITIONS,0,0,MISDEMEANOR
187958,10/18/18 0:01,521,1700, ,MARKET,STREET, , , ,22106,VC,STARTING PARKED VEHICLES OR BACKING,0,0,MISDEMEANOR
188106,10/18/18 4:38,434,8300, ,JAMACHA,ROAD, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,1,0,
188078,10/18/18 5:00,451,1700, ,EUCLID,AVENUE, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,MISDEMEANOR
188068,10/18/18 5:00,811,3500, ,MONROE,AVENUE, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,
188010,10/18/18 8:25,242,10900, ,BELGIAN,STREET, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,MISDEMEANOR
188069,10/18/18 10:06,824,4600, ,EL CAJON,BOULEVARD, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,1,0,
188140,10/18/18 10:15,121,700, ,VENTURA,PLACE, , , ,22350,VC,VIOLATION OF BASIC SPEED LAW SPEED UNSAFE FOR CONDITIONS,1,0,
188150,10/18/18 10:25,451,3400, ,COLLEGE,AVENUE, , , ,22106,VC,STARTING PARKED VEHICLES OR BACKING,0,0,
188289,10/18/18 11:32,452,5900, ,BALMORAL,DRIVE, , , ,22106,VC,STARTING PARKED VEHICLES OR BACKING,0,0,
187962,10/18/18 11:34,313,7100, ,CONVOY,COURT, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,MISDEMEANOR
187982,10/18/18 14:36,524,1100, ,01ST,AVENUE, , , ,21235(G),VC,OPERATE MOTORIZED SCOOTER UPON A SIDEWALK,1,0,
187976,10/18/18 14:43,327,6600, ,ALVARADO,ROAD, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,2,0,
188188,10/18/18 15:00,526,1600, ,01ST,AVENUE, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,
187974,10/18/18 15:50,314,2200, ,FINCH,LANE, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,1,0,
187960,10/18/18 17:40,321,6500, ,MISSION GORGE,ROAD, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,MISDEMEANOR
187971,10/18/18 17:45,124,900, ,PEARL,STREET, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,1,0,
189080,10/18/18 18:00,122,2500, ,FELSPAR,STREET, , , ,22100A,VC,RIGHT TURNS AT INTERSECTIONS,0,0,MISDEMEANOR
189051,10/18/18 18:00,622,5900, ,FRIARS,ROAD, , , ,21802A,VC,ENTRANCE FROM STOP THROUGH HIGHWAYYIELD UNTIL REASONABLY SAFE,1,0,
187972,10/18/18 18:23,621,2700, ,GENESEE,AVENUE, , , ,21801A,VC,LEFT TURN YIELD UNTIL SAFE OR U-TURN,2,0,
188065,10/18/18 18:54,813,2800, ,EL CAJON,BOULEVARD, , , ,21235(G),VC,OPERATE MOTORIZED SCOOTER UPON A SIDEWALK,1,0,
187952,10/18/18 19:49,937,17900, ,SAN DIEGUITO,ROAD, , , ,21453A,VC,RED OR STOPVEHICLES STOP AT LIMIT LINE,1,0,MISDEMEANOR
188341,10/18/18 19:57,523,400, ,05TH,AVENUE, , , ,21235(G),VC,OPERATE MOTORIZED SCOOTER UPON A SIDEWALK,1,0,
187970,10/19/18 0:45,613,2200, ,MENDOCINO,BOULEVARD, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,
188304,10/19/18 3:18,446,5000, ,LA PAZ,DRIVE, , , ,21651B,VC,DRIVE THE WRONG WAY ON A DIVIDED HIGHWAY,2,0,
188002,10/19/18 4:52,115,3500, ,GOVERNOR,DRIVE, , , ,21711,VC,TOWED VEHICLEWHIPPING SWERVING ETC.,0,0,MISDEMEANOR
188470,10/19/18 6:31,723,700, ,PICADOR,BOULEVARD, , , ,21804,VC,ENTERING HWY FROM PRIVATE ROAD OR DRIVEWAY,1,0,
188011,10/19/18 7:00,233,9400, ,FAIRGROVE,LANE, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,MISDEMEANOR
188047,10/19/18 7:32,242,10400, ,GREENFORD,DRIVE, , , ,22450(A),VC,STOP REQUIREMENTS STATE STOP LINE,1,0,
188066,10/19/18 8:45,838,3400, ,UNIVERSITY,AVENUE, , , ,22350,VC,VIOLATION OF BASIC SPEED LAW SPEED UNSAFE FOR CONDITIONS,1,0,
188097,10/19/18 10:39,824,5300, ,EL CAJON,BOULEVARD, , , ,21804,VC,ENTERING HWY FROM PRIVATE ROAD OR DRIVEWAY,1,0,
188074,10/19/18 11:54,811,3400, ,EL CAJON,BOULEVARD, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,MISDEMEANOR
188299,10/19/18 13:30,438,6100, ,PARKSIDE,AVENUE, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,1,0,
188287,10/19/18 13:43,522,900, ,KETTNER,BOULEVARD, , , ,22350,VC,VIOLATION OF BASIC SPEED LAW SPEED UNSAFE FOR CONDITIONS,1,0,
188012,10/19/18 14:00,231,13100, ,SCABARD,PLACE, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,MISDEMEANOR
188081,10/19/18 14:00,611,3500, ,ROSECRANS,STREET, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,MISDEMEANOR
188059,10/19/18 15:15,121,3300, ,OCEAN FRONT,WALK, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,1,0,
188122,10/19/18 15:20,111,5500, ,BALBOA,AVENUE, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,MISDEMEANOR
190219,10/19/18 20:30,833,4600, ,DWIGHT,STREET, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,MISDEMEANOR
188210,10/19/18 21:04,825,4100, ,ADAMS,AVENUE, , , ,22350,VC,VIOLATION OF BASIC SPEED LAW SPEED UNSAFE FOR CONDITIONS,1,0,
188134,10/19/18 21:13,813,3000, ,EL CAJON,BOULEVARD, , , ,21650,VC,FAILURE TO DRIVE ON RIGHT SIDE OF ROADWAY,1,0,
187995,10/19/18 21:20,112,3500, ,ACWORTH,AVENUE, , , ,22350,VC,VIOLATION OF BASIC SPEED LAW SPEED UNSAFE FOR CONDITIONS,0,0,MISDEMEANOR
188053,10/19/18 21:50,529,2400, ,06TH,AVENUE, , , ,21801A,VC,LEFT TURN YIELD UNTIL SAFE OR U-TURN,1,0,
187999,10/19/18 22:17,712,4400, ,CAMINO DE LA PALZA, , , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,MISDEMEANOR
188026,10/19/18 23:10,122,1400, ,MOORLAND,DRIVE, , , ,22350,VC,VIOLATION OF BASIC SPEED LAW SPEED UNSAFE FOR CONDITIONS,0,0,
188288,10/20/18 0:01,826,4800, ,ORANGE,AVENUE, , , ,22450(A),VC,STOP REQUIREMENTS STATE STOP LINE,3,0,
188013,10/20/18 0:01,623,7000, ,FRIARS,ROAD, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,MISDEMEANOR
188087,10/20/18 0:01,242,8500, ,IVORY COAST,DRIVE, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,MISDEMEANOR
188025,10/20/18 0:16,524,1300, ,01ST,AVENUE, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,
188003,10/20/18 0:30,124,5600, ,BEAUMONT,AVENUE, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,MISDEMEANOR
188056,10/20/18 1:04,524,1300, ,09TH,AVENUE, , , ,21453A,VC,RED OR STOPVEHICLES STOP AT LIMIT LINE,3,0,
188273,10/20/18 1:06,122,4300, ,MISSION,BOULEVARD, , , ,21950A,VC,YIELD RIGHT OF WAY TO PEDESTRIANS,2,0,
188019,10/20/18 1:17,614,1400, ,SUNSET CLIFFS,BOULEVARD, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,MISDEMEANOR
188015,10/20/18 1:32,627,1700, ,UNIVERSITY,AVENUE, , , ,22350,VC,VIOLATION OF BASIC SPEED LAW SPEED UNSAFE FOR CONDITIONS,0,0,MISDEMEANOR
188018,10/20/18 3:52,614,2000, ,SUNSET CLIFFS,BOULEVARD, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,1,0,MISDEMEANOR
188645,10/20/18 4:00,524,500,W,A,STREET, , , ,20002(A),VC,HIT AND RUN,0,0,MISDEMEANOR
188322,10/20/18 5:41,313,7100, ,ENGINEER,ROAD, , , ,21802A,VC,ENTRANCE FROM STOP THROUGH HIGHWAYYIELD UNTIL REASONABLY SAFE,0,0,MISDEMEANOR
188596,10/20/18 5:41,611,2500, ,PACIFIC,HIGHWAY, , , ,21453B,VC,AFTER STOPPING YIELD TO PEDESTRIANS,1,0,
188076,10/20/18 7:30,326,4900, ,CRESITA,DRIVE, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,MISDEMEANOR
188058,10/20/18 8:35,246,12500, ,CARA,WAY, , , ,22350,VC,VIOLATION OF BASIC SPEED LAW SPEED UNSAFE FOR CONDITIONS,1,0,
187954,10/20/18 8:57,529,2000, ,01ST,AVENUE, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,MISDEMEANOR
188060,10/20/18 10:09,126,11400, ,NORTH TORREY PINES,ROAD, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,1,0,
188016,10/20/18 15:30,614,1900, ,SUNSET CLIFFS,BOULEVARD, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,MISDEMEANOR
188043,10/20/18 15:32,234,11500, ,RANCHO BERNARDO,ROAD, , , ,21950B,VC,PEDESTRIAN NOT TO SUDDENLY ENTER PATH ETC,1,0,
189153,10/20/18 15:53,122,800, ,GARNET,AVENUE, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,MISDEMEANOR
188004,10/20/18 16:15,122,4500, ,CASS,STREET, , , ,23103,VC,RECKLESS DRIVING,0,0,MISDEMEANOR
188581,10/20/18 16:30,311,3300, ,MURPHY CANYON,ROAD, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,MISDEMEANOR
188000,10/20/18 16:41,524,600, ,06TH,AVENUE, , , ,22106,VC,STARTING PARKED VEHICLES OR BACKING,0,0,MISDEMEANOR
188044,10/20/18 16:42,241,12400, ,SPRING CANYON,ROAD, , , ,21453A,VC,RED OR STOPVEHICLES STOP AT LIMIT LINE,1,0,
188828,10/20/18 18:27,723,3500, ,DEL SOL,BOULEVARD, , , ,21950A,VC,YIELD RIGHT OF WAY TO PEDESTRIANS,1,0,
188008,10/20/18 18:50,813,3400, ,FLORIDA,STREET, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,MISDEMEANOR
188412,10/20/18 19:45,512,2800, ,NATIONAL,AVENUE, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,1,0,
188064,10/20/18 19:50,114,4900, ,GENESEE,AVENUE, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,1,0,
188042,10/20/18 19:52,242,7500, ,MIRA MESA,BOULEVARD, , , ,22350,VC,VIOLATION OF BASIC SPEED LAW SPEED UNSAFE FOR CONDITIONS,1,0,
188159,10/20/18 20:05,123,2400, ,WEST MISSION BAY,DRIVE, , , ,22350,VC,VIOLATION OF BASIC SPEED LAW SPEED UNSAFE FOR CONDITIONS,2,0,
188128,10/20/18 22:10,526,1500, ,05TH,AVENUE, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,
188334,10/20/18 22:11,628,0, ,HANCOCK,STREET,W,WASHINGTON,STREET,21453A,VC,RED OR STOPVEHICLES STOP AT LIMIT LINE,1,0,
187997,10/20/18 22:22,712,200, ,VIA DE SAN YSIDRO, , , , ,22106,VC,STARTING PARKED VEHICLES OR BACKING,0,0,MISDEMEANOR
188077,10/20/18 23:00,321,6300, ,RANCHO MISSION,ROAD, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,MISDEMEANOR
188085,10/21/18 0:57,322,6800, ,51ST,STREET, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,MISDEMEANOR
187993,10/21/18 1:00,313,4600, ,CONVOY,STREET, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,MISDEMEANOR
188062,10/21/18 1:43,122,1100, ,GARNET,AVENUE, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,1,0,
188364,10/21/18 3:00,612,2600, ,CHATSWORTH,BOULEVARD, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,MISDEMEANOR
188014,10/21/18 4:45,624,2100, ,EL CAJON,BOULEVARD, , , ,22350,VC,VIOLATION OF BASIC SPEED LAW SPEED UNSAFE FOR CONDITIONS,0,0,MISDEMEANOR
188103,10/21/18 5:00,431,800, ,BOLLENBACHER,STREET, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,1,0,
187994,10/21/18 9:15,235,16900, ,SAN PASQUAL VALLEY,ROAD, , , ,21703,VC,FOLLOWING TOO CLOSELY,0,0,MISDEMEANOR
188067,10/21/18 9:22,824,4400, ,EL CAJON,BOULEVARD, , , ,21801A,VC,LEFT TURN YIELD UNTIL SAFE OR U-TURN,2,0,
188583,10/21/18 10:20,311,3300, ,MURPHY CANYON,ROAD, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,MISDEMEANOR
